name,milk,crust,origin,senses,pairings,similarities
Luzenac,Vache,Pressée non cuite,Provenance : OccitanieProducteur : Fromagerie de Moulis% Matière Grasse/Poids Total : 29 %Lait : Lait cru de vacheParticularité : Artisanal,"['Oeil : croûte fine légèrement striées avec une pâte aérée', 'Nez : Faible odeur de lait et de foin', 'Goût : Doux avec une pointe d’acidité', 'Toucher : pâte souple et onctueuse']","[<p>Le Luzenac est un fromage qui s’accompagne très bien d’un vin blanc sec, comme un vin de Loire ou un Pacherenc du Vic Bilh. Vous pouvez également le déguster avec un Fronton rouge.</p>]","['Tomme du Jura', 'Camembert de Normandie AOP', 'Raclette de Savoie artisanale IGP', 'Tomme de Yenne']"
Magoth,Vache,Pressée cuite,Provenance : Suisse% Matière Grasse/Poids Total : 34 %Lait : Lait cru de vache,"['Oeil : Jaune pâle', 'Nez : Noiseté', 'Gout : Savant mélange de goût d’ananas, d’abricot et de noisettes. Très fruité.', 'Toucher : Pâte tendre']","[<p>La Magoth Suisse se consomme sans pain, en fine lamelle, et se marie très bien avec un verre de vin blanc, tel qu’un AOC Fixin Blanc.</p>]","['Morbier AOP 100jours', 'Herve à la Bière', 'Gruyère Suisse d’Alpage AOP 12 Mois', 'Bleu de Gex AOP']"
Manchego,Brebis,Pressée non cuite,Provenance : EspagneParticularité : FermierLabel : Appellation d'Origine Protégée AOPLait : Lait cru de brebis,"['Oeil : Croûte épaisse, grise-noire', 'Nez : Arôme légèrement noiseté', 'Goût : goût beurré de noisette', 'Toucher : Pâte ferme et tendre à la fois']","[<p>Le Manchego s’accompagne très bien d’un vin rouge Espagnol tel qu’un Rioja DOC, ou d’un vin blanc comme un Irouléguy.</p>]","['Mimolette', 'Raclette Fumée', 'Tomme de Yenne', 'Tomme de Tarentaise fermière']"
Margeriaz,Vache,Pressée cuite,Lait : Lait cru de vacheProvenance : Auvergne_Rhône-AlpesProducteur : Fromagerie Lescheraines% Matière Grasse/Poids Total : 34 %,"['Œil : Couleur de la pâte  jaune crème en hiver et le jaune plus soutenu en période de pâturage.', 'Nez :  Arôme peu puissant, mais riche en nuances.', 'Gout : Saveur douce. Palette d’arômes fruités torréfiés, floraux, végétaux et lactiques.', 'Toucher : La pâte avec du corps et souple.']","[<p>Afin de déguster votre Margériaz, vous pouvez le servir à l’apéritif sur un plateau avec un bon pain de campagne et un bon vin. Toutefois, il est dit qu’à chaque fromage, son vin. Pour apprécier la douceur du Margériaz, choisissez un vin blanc vif comme un Apremont ou une Roussette. Une Mondeuse ou un Gamay sont parfaits si vous êtes un amateur de rouge. En effet, ce sont des apéritifs frais, légers et aromatisés. En outre, ils présentent un côté acide en équilibre avec le gras du fromage.</p>]","['Reblochon Fermier AOP entier', 'Beaufort chalet alpage AOP', 'Saint-Félicien fermier', 'Raclette Fumée']"
Maroilles,Vache,Molle à croûte lavée,Provenance : Hauts-de-FranceLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 26 %Lait : Lait cru de vacheParticularité : Fermier,"['Oeil : Croûte lisse et brillante', 'Nez :  Odeur franche', 'Gout : doux, développé ou fort, selon son stade d’affinage', 'Toucher : Pâte onctueuse']","[<p style=""text-align: justify;"">Le Maroilles s’accompagne parfaitement avec une bière du Nord ou un cidre brut.</p>, <p>Si vous privilégiez un rouge, choisissez-le âgé, aux tanins fondus (St Emilion, Fronsac…). Ou un blanc moelleux, tel qu’un Gewurztraminer.</p>]","['Herve à la Bière', 'Saint Marcellin fermier IGP', 'Raclette Fumée', 'Munster fermier AOP 1/2']"
Mascaré,Chèvre,Molle à croûte naturelle,"Provenance : Provence-Alpes-Côte d'AzurProducteur : Fromagerie de Banon% Matière Grasse/Poids Total : 20 %Lait : Lait cru de brebis, Lait cru de chèvre","['Oeil : Très peu de croûte d’une couleur blanche laiteuse à jaune selon l’affinage', 'Nez : Odeur légèrement caprine.', 'Gout : Superbe balance entre le lait de chèvres et le lait de brebis. Légère acidité.', 'Toucher : Pâte souple à mi ferme selon l’affinage.']",[<p>Le mascaré se déguste à tout moment et sera le partenaire idéale d’un vin blancs type Croze Hermitage ou Luberon.</p>],"['Mothais sur feuille fermier', 'Calisson cendré de chèvre', 'Saint Marcellin fermier IGP', 'Bleu de Chèvre']"
Massadel fermier,Vache,Pressée non cuite,Provenance : OccitanieProducteur : Ferme de LiersLait : Lait cru de vache,"['Oeil: Croûte orangée', 'Nez : lactique', 'Gout :Goût fruité et doux, avec une légère pointe d’amertume', 'Toucher : Texture moelleuse']","[<p style=""text-align: justify;"">Le Massadel fermier s’accompagne d’un Vin Rouge fruité, tel qu’un fronton.</p>]","['Tomme de Brebis des Pyrénées', 'Salers AOP', 'Tomme de Yenne', 'Tome des Bauges AOP']"
Meule d’été de Savoie,Vache,Pressée cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Coopérative Laitière de Yenne% Matière Grasse/Poids Total : 35 %Lait : Lait cru de vache,"['Oeil :  Pâte pressée cuite.', 'Nez : Arômes fruités.', 'Toucher : Pâte fondante.']",[<p>La Meule d’été de Savoie se déguste parfaitement avec les vins blancs secs tels que le Chignin-Bergeron. Il se consomme à merveille lors des repas entre ami ou en famille.</p>],"['St-Nectaire Fermier AOP', 'Reblochon Fermier AOP entier', 'Tome des Bauges AOP', 'Raclette Fumée']"
Meule des Alpes,Vache,Pressée cuite,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de vache% Matière Grasse/Poids Total : 35 %,"['Œil : pâte couleur ivoire à jaune pâle avec quelques petits trous également appelés “œil de perdrix”', 'Nez : lactique', 'Gout : Très fruité et pâte fondante', 'Toucher : Pâte souple et beurrée']",[<p>La Meule des Alpes s’accompagne d’un vin blanc sec tel qu’un Chignin-Bergeron.</p>],"['Herve à la Bière', 'Neufchâtel AOP', 'Reblochon Fermier AOP entier', 'Munster fermier AOP 1/2']"
Mignonne de Vendée,Vache,Pressée non cuite,Lait : Lait pasteurisé de Vache% Matière Grasse/Poids Total : 32 %Provenance : Pays de la Loire,"['Œil : Croûte fine et duveteuse.', 'Nez : Odeur terreuse de champignon', 'Gout : Doux en bouche', 'Toucher : Pâte souple et onctueuse']",[<p>La mignonne de Vendée s’accompagne d’un vin blanc tel qu’un Muscadet du même terroir.</p>],"['Tomme fermière au Foin', 'Morbier AOP 100jours', 'Tomme de Tarentaise fermière', 'Bethmale']"
Mimolette,Vache,Pressée non cuite,Provenance : Hauts-de-FranceLait : Lait cru de vache% Matière Grasse/Poids Total : 27 %,"['Oeil : croûte duvetée', 'Nez : Champignon et sous-bois', 'Gout : Légèrement fruité avec avec une saveur de noisettes', 'Toucher : Texture crémeuse']","[<p>La Mimolette Jeune s’accompagne d’un bourgogne rouge léger, d’un Blanc fruité ou d’une bière d’Abbaye.</p>]","['Camembert de Normandie AOP', 'Tomme d’Auvergne Mitée', 'Cantal AOP Entre-Deux fermier', 'Raclette Fumée']"
Mini perche,Chèvre,Molle à croûte naturelle,Provenance : Centre-Val de LoireLait : Lait cru de chèvreProducteur : Fromagerie de la Bretonnerie (Petit Perche)% Matière Grasse/Poids Total : 23 %,"['Goût : Saveur caprine fraiche et une bonne longueur en bouche', 'Œil :croûte strié, pâte blanche et lisse', 'Toucher : pâte ferme et croûte molle légèrement crémeuse', 'Nez : odeur caprine']","[<p>Comme tous les <strong><a href=""/categorie-fromage/fromage/chevre/"">fromages au lait de chèvre</a></strong>, le mini perche se marie merveilleusement bien avec un vin blanc de son terroir. Le Centre-Val de Loire étant une région viticole réputée, vous avez l’embarras du choix pour le vin. Sancerre, le Pouilly-Fumé, le Quincy… en sont des exemples.</p>, <p>Si vous aimez sortir des sentiers battus, accompagnez votre mini perche d’un vin rouge de la région tel que le Valençay, le Côteaux du Giennois, etc.</p>]","['Calisson cendré de chèvre', 'Mothais sur feuille fermier', 'Bouton de Culotte fermier', 'Rocamadour AOP Fermier', 'Crottin de Chavignol AOP']"
Mizotte,Vache,Molle à croûte lavée,Provenance : Nouvelle Aquitaine% Matière Grasse/Poids Total : 27 %Lait : Lait pasteurisé de VacheProducteur : Le Comptoir du fromage,"['Oeil : croûte orangée', 'Nez :Odeur assez soutenue', 'Gout : Goût fruité légèrement “sulfuré”', 'Toucher : Pâte tendre et légèrement “poisseux”']",[<p>Le Mizotte s’accompagne de vins rouges léger ou de vins blancs tel qu’un Mareuil blanc.</p>],"['Camembert de Normandie AOP', 'Abondance AOP', 'Bleu d’Auvergne Fermier AOP', 'Cantal AOP Entre-Deux fermier']"
Moelleux du Revard,Vache,Molle à croûte lavée,Provenance : Auvergne_Rhône-AlpesProducteur : SchmidhauserParticularité : Cerclé d'épicéa% Matière Grasse/Poids Total : 27 %Lait : Lait cru de vache,"['Oeil : Crémeux', 'Nez : Parfums résineux diffusés par sa sangle d’épicéa', 'Gout : Goût légèrement salé et persistant en bouche', 'Toucher : souple']","[<p>Vin Rouge, tel qu’un Vacqueyras ou un Bordeaux.<span class=""Apple-converted-space"">  </span>Ou un vin blanc Savoyard tel qu’un Chignin-Bergeron.</p>, <p> </p>, <p> </p>]","['Bleu d’Auvergne Fermier AOP', 'Herve à la Bière', 'St-Nectaire Fermier AOP', 'Brillat-Savarin IGP']"
Moelleux,Vache,Molle à croûte lavée,Provenance : Bourgogne - Franche-ComtéLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 30 %Lait : Lait cru de vache,"['Oeil : Croûte plissée, légerement refleurie de couleur jaune clair à doré, pâte blanche.', 'Nez : Parfum franc caractéristique du Mont d’Or avec une note d’épicéa.', 'Gout : Goût boisé, saveur de crème et parfum persistant.', 'Toucher : Pâte de texture légèrement coulante.']","[<p style=""text-align: justify;"">Le Mont d’Or se savoure froid ou chaud.</p>, <p>Ce fromage s’accompagne des vins blancs et rouges du Jura et d’Arbois, mais aussi des vins de Savoie blancs et de Jurançon sec.</p>]","['Neufchâtel AOP', 'Abondance AOP', 'Raclette Fumée', 'Vacherin – Mont d’Or AOP (Boite d’environ 500g)']"
Mont d’Or,Vache,Molle à croûte lavée,Provenance : Auvergne_Rhône-AlpesProducteur : Fruitières ChabertLait : Lait pasteurisé de Vache,"['Oeil : croûte orangé', 'Nez : lactique', 'Gout : Doux et fruité, son goût est proche de celui d’un Comté 9 mois ou d’un jeune gruyère suisse. Longueur en bouche très agréable.', 'Toucher : Texture ferme']",[<p>Le Mont des Princes s’accompagne d’un Vin blanc de Savoie comme un Chignin-Bergeron.</p>],"['Morbier AOP 100jours', 'Beaufort chalet alpage AOP', 'St-Nectaire Fermier AOP', 'Raclette Fumée']"
Mont des Princes,Vache,Pressée cuite,Provenance : Bourgogne - Franche-Comté% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vacheProducteur : Fromagerie Guy Rième,"['Oeil : pâte jaune pâle', 'Nez : Doux', 'Goût : beurré. Au printemps il devient fruité et floral. Goût proche du comté jeune.', 'Toucher : croûte dure mais pâte tendre']","[<p>Le Mont Jura se déguste avec un vin blanc sec, tel qu’un Côtes du Jura.</p>]","['Bethmale', 'Bleu d’Auvergne Fermier AOP', 'Reblochon Fermier AOP entier', 'Neufchâtel AOP']"
Mont-Jura,Vache,Pressée cuite,Provenance : OccitanieProducteur : Fromagerie de Moulis% Matière Grasse/Poids Total : 29 %Lait : Lait cru de vacheParticularité : Artisanal,"['Oeil : croûte fine légèrement striées avec une pâte aérée', 'Nez : Odeur de foin', 'Goût : Coeur du fromage suave, qui se corse avec des notes plus animales près de la croûte. Légère amertume.', 'Toucher : pâte souple et onctueuse']",[<p>Le Moulis de Vache est un fromage qui s’accompagne d’un vin blanc tel qu’un Côtes du Jura blanc.</p>],"['Bethmale', 'Salers AOP', 'Cheddar Extra-Mature', 'Tête de Moine entière']"
Moulis de Vache,Vache,Pressée non cuite,Provenance : Bourgogne - Franche-ComtéLabel : Appellation d'Origine Protégée AOPLait : Lait cru de vache% Matière Grasse/Poids Total : 28 %,"['Oeil : Croûtage naturel, lisse, de couleur gris clair à jaune pâle ou orangé, sans colorant. Raie noire bien soudée et continue sur toute la tranche.', 'Nez : Parfum franc et fruité.', 'Gout : Léger goût de crème.', 'Toucher : Pâte souple et onctueuse pouvant comporter quelques rares petits trous']","[<p>Le Morbier peut être servi sur le plateau de fromages pour la fin du repas. Compte tenu de la subtilité de son goût, il faut le déguster avant les fromages puissants.</p>, <p>Les vins du terroir accompagnent très bien le Morbier. Par exemple, le vin jaune du Jura, le vin rouge du Jura ou encore les vins d’Arbois rouges. Du vin rouge des régions Champagne, Loire et Bordeaux.</p>]","['Pont l’Evêque AOP entier', 'Tomme de Brebis des Pyrénées', 'Raclette de Savoie artisanale IGP', 'Reblochon Fermier AOP entier']"
Morbier artisanal,Vache,Pressée non cuite,"Provenance : Nouvelle AquitaineProducteur : Le VillageoisParticularité : Affiné sur feuille de chataignier, Fermier% Matière Grasse/Poids Total : 23 %Lait : Lait cru de chèvre","['Oeil : peau fine et bleutée', 'Nez : Une odeur caprine.', 'Gout : Note de lait et de crème et de sous-bois.', 'Toucher : Une pâte tendre et fondante.']","[<p>Le Mothais sur feuille s’accompagne d’un vin blanc, comme toute sa famille des chèvres. Optez pour un Charentais Ile d’Oléron ou un vin blanc de Touraine.</p>]","['Saint Marcellin fermier IGP', 'Chabichou du Poitou AOP', 'Tomme de Brebis des Pyrénées', 'Buchette de Chèvre cendrée']"
Mothais sur feuille,Chèvre,Molle à croûte naturelle,Provenance : ItalieLait : Lait cru de vache% Matière Grasse/Poids Total : 10 %,"['Oeil : Couleur blanche ivoire', 'Nez : frais', 'Gout : lactique, et fondant en bouche', 'Toucher : moelleux et onctueux']",[<p>A Accompagner d’un rosé du Val de Loire bien frais.</p>],"['Parmesan DOP', 'Gorgonzola Cremoso AOP (à la cuillière)']"
Mozzarella di Bufala Campana,Vache Bufflonne,Frais à pâte filée,Provenance : Grand EstLait : Lait cru de vacheProducteur : Maison Husson% Matière Grasse/Poids Total : 26 %,"['Oeil : Croûte lisse et légèrement humide, allant du jaune au rouge orangé, avec des graines de cumin', 'Nez : Fumet fort et franc', 'Gout : Saveur franche et relevée qui reste en bouche', 'Toucher :  Pâte souple et onctueuse']","[<p>Le Munster s’accompagne d’un Beaujolais Rouge, d’un Gewurztraminer blanc ou d’une bière brune.</p>]","['Neufchâtel AOP', 'Saint-Félicien fermier', 'Reblochon Fermier AOP entier', 'Cantal AOP Entre-Deux fermier']"
Munster au cumin,Vache,Molle à croûte lavée,Provenance : Grand EstLait : Lait cru de vacheLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 27 %,"['Oeil : Croûte lisse et légèrement humide, allant du jaune orangé au rouge orangé', 'Nez : Odeur typique', 'Gout : Saveur franche relevée, sans être forte.', 'Toucher :  Pâte souple et onctueuse']","[<p>Les vrais amateurs de Munster ou Munster−Géromé l’apprécient nature, sans pain, avec des pommes de terre chaudes en robe des champs. Il entre aussi dans la composition de plats régionaux savoureux, comme la quiche et l’omelette au Munster, la tourte aux pommes de terre et au Munster, le baeckeoffe de Munster, etc…Il peut s’accompagner de vins rouges puissants, Corton, Haut−Médoc, mais il s’harmonise encore mieux avec des produits du terroir alsacien, Gewurztraminer, Pinot Noir ou encore bière de type ambré</p>]","['Abondance AOP', 'Fourme d’Ambert AOP', 'Bleu d’Auvergne Fermier AOP', 'Morbier AOP 100jours']"
Munster-Géromé,Vache,Molle à croûte lavée,Provenance : NormandieLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 22 %Lait : Lait cru de vache,"['Oeil : Peau duveteuse et blanche ; pâte lisse (on dit qu’il est à point lorsqu’il est “moussé”)', 'Nez :  Odeur légère de moisissure', 'Goût : Saveur délicate, mais soutenue. Goût légèrement salé , doux et lacté.', 'Toucher :  Consistance moelleuse et onctueuse']","[<p>Fromage de plateau, le Neufchâtel est habituellement consommé en fin de repas. Mais il est aussi délicieux dans un sandwich en guise de casse-croûte.</p>, <p>Bien fait, il s’accompagne de vin rouge fruité du type Bordeaux, Juliénas, Côtes-du-Rhône ou Beaujolais. En revanche, un fromage frais peut se marier avec un blanc sec comme un Coteaux Champenois, un Bourgogne Aligoté ou un Montlouis sur Loire.</p>]","['Saint Marcellin fermier IGP', 'Coulommiers entier fermier', 'Tome des Bauges AOP', 'St-Nectaire Fermier AOP']"
Neufchâtel,Vache,Molle à croûte fleurie,Provenance : Centre-Val de LoireProducteur : Fromagerie SAVALL% Matière Grasse/Poids Total : 20 %Lait : Lait pasteurisé de Vache,"['Oeil : Forme régulière, croûte mince et duvetée de cendre', 'Nez : Légère odeur de Moisissure', 'Gout : Saveur fruitée', 'Toucher : Pâte souple non coulante']","[<p style=""text-align: justify;"">L’Olivet Cendré se marie très bien avec un Vin Blanc de Touraine, par exemple du Domaine du Rin du Bois, ou un vin rouge de Sancerre, du Domaine Morin Père et Fils.</p>]","['Camembert de Normandie AOP', 'Beaufort chalet alpage AOP', 'Saint-Félicien fermier', 'Abondance AOP']"
Olivet cendré,Vache,Molle à croûte naturelle,Provenance : Nouvelle AquitaineParticularité : FermierLabel : Appellation d'Origine Protégée AOPLait : Lait cru de brebis,"['Oeil : Croûte épaisse, fromage sec.', 'Nez : Odeur franche et équilibrée avec des senteurs d’herbe sèche ou de paille.', 'Goût : Goût de fruit sec avec une petite note animale persistante.', 'Toucher : La pâte est ferme et plutôt sèche.']",[<p>Il se sert avec un vin blanc sec tel qu’un Jurançon blanc sec ou un Irouléguy (vin doux si jeune et plus puissant si plus affiné).</p>],"['Salers AOP', 'St-Nectaire Fermier AOP', 'Tête de Moine entière', 'Tomme de Tarentaise fermière']"
Ossau-Iraty,Brebis,Pressée non cuite,,"['Oeil : croûte striée de couleur ivoire', 'Nez : Odeur de foin frais', 'Gout : Saveur noisette qui s’intensifie avec l’affinage', 'Toucher : souple et fondante']",[<p>L’Ovalie Romarin du Petit Champ s’accompagne d’un vin blanc sec du Sud-Ouest tel qu’un Jurançon.</p>],"['Buchette de Chèvre cendrée', 'Sainte-Maure de Touraine AOP', 'Saint Marcellin fermier IGP', 'Rocamadour AOP Fermier']"
Ovalie Romarin,Chèvre,Molle à croûte naturelle,Provenance : Nouvelle AquitaineProducteur : Johnny Blanc% Matière Grasse/Poids Total : 20 %Lait : Lait cru de chèvre,"['Oeil : Couleur bleu-gris', 'Nez : Odeur caprine', 'Gout : Puissant en bouche', 'Toucher : Texture plutôt ferme']",[<p>Le palet cendré de la fromagerie Johnny Blanc s’accompagne en accord avec un vin blanc sec tel qu’un Chardonnay.</p>],"['Buchette de Chèvre cendrée', 'Mothais sur feuille fermier', 'Chabichou du Poitou AOP', 'Bleu de Chèvre']"
Palet cendré,Chèvre,Molle à croûte naturelle,"Provenance : Nouvelle AquitaineProducteur : Le Pays d'Ossau FGIELait : Lait cru de brebis, Lait cru de vache","['Oeil : croûte légèrement orangée', 'Nez : puissant', 'Gout : Alliance de la force du brebis au fruité du lait de vache', 'Toucher : Texture ferme']",[<p>Le Pardou s’accompagne d’un Jurançon blanc ou d’un Irouléguy rouge ou blanc.</p>],"['Morbier AOP 100jours', 'Raclette de Savoie artisanale IGP', 'Bethmale', 'Tomme Ail des Ours']"
Pardou,Vache/Brebis,Pressée non cuite,Provenance : Nouvelle AquitaineProducteur : Fromagerie Le Côteau% Matière Grasse/Poids Total : 24 %Lait : Lait cru de chèvre,"['Œil :  croûte fine et striée', 'Nez : Légère odeur caprine', 'Goût : Lactique quand il est frais, vien plus caprin au fil de son affinage', 'Toucher : Pâte fine et crémeuse']","[<p>Accompagnez votre Galopin avec un vin blanc sec frais, tel qu’un Sauvignon blanc de Touraine. </p>]","['Sainte-Maure de Touraine AOP', 'Rocamadour AOP Fermier', 'Saint-Félicien fermier', 'Bleu de Chèvre']"
Pardoux,Chèvre,Molle à croûte naturelle,Provenance : ItalieLait : Lait cru de vache% Matière Grasse/Poids Total : 28 %Label : Denominazione di Origine Protetta - DOP,"['Oeil : pâte de couleur jaune et croûte jaune claire', 'Nez : Odeur intense', 'Goût : Saveur lactique boucanée, fruité, salée qui peut même être légèrement piquante', 'Toucher : pâte granuleuse et friable. croûte très dure.']","[<p>Pour une dégustation optimale, le vin blanc sec se marie parfaitement avec ce fromage. Libre à vous de choisir une bouteille « jeune » ou « vieille » :</p>, <p>Sinon, le champagne accompagne également ce fromage à merveille ! En effet, le côté effervescent, acidulé et plus ou moins fruité du champagne rehausse encore plus la saveur du parmesan et allège le côté gras du fromage. Cela vous tente ? Eh bien, optez alors pour une bouteille de :</p>]","['Pont l’Evêque AOP entier', 'Brie de Meaux fermier AOP', 'Camembert de Normandie AOP', 'Beaufort chalet alpage AOP']"
Parmigiano reggiano,Vache,Pressée cuite,,"['Oeil : Couleur bleu-gris avec une pâte blanche nacrée', 'Nez : Odeur caprine', 'Gout : Saveur de noisette due à la feuille de châtaignier', 'Toucher : Texture plutôt ferme et onctueuse']",[<p>Le Parthenay de la fromagère de la Revalière s’accompagne très bien d’un vin blanc sec tel qu’un sancerre blanc.</p>],"['Saint-Félicien fermier', 'Selles-sur-cher AOP fermier', 'Saint Marcellin fermier IGP', 'Crottin de Chavignol AOP']"
Parthenay cendré,Chèvre,Molle à croûte naturelle,Provenance : Nouvelle AquitaineProducteur : Johnny Blanc% Matière Grasse/Poids Total : 20 %Lait : Lait cru de chèvre,"['Oeil : couleur bleu-gris', 'Nez : caprin', 'Goût : Doux puis puissant en bouche', 'Toucher : Texture plutôt ferme']","[<p>Le chablis cendré s’accompagne d’un vin blanc sec, tel qu’un Chardonnay. </p>]","['Buchette de Chèvre cendrée', 'Saint-Félicien fermier', 'Saint Marcellin fermier IGP', 'Pouligny-Saint-Pierre AOP fermier']"
Pavé cendré,Chèvre,Molle à croûte naturelle,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 29 %Producteur : Fromagerie DurouxLait : Lait pasteurisé de Vache,"[nan, nan, nan, nan]",,"['Morbier AOP 100jours', 'Cheddar Extra-Mature', 'Tomme de Brebis des Pyrénées', 'Gouda au Cumin Fermier']"
Pavé Corrézien Mité,Vache,Pressée non cuite,Provenance : OccitanieProducteur : Fromagerie du FedouLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 25 %Lait : Lait cru de brebis,"['Oeil :', 'Nez :', 'Gout :', 'Toucher : ']",[<p>Il sera accompagné d’un Pic Saint Loup rouge ou encore d’un vin blanc liquoreux comme le Gourdou issu du même terroir.</p>],"['Saint-Félicien fermier', 'Mothais sur feuille fermier', 'Buchette de Chèvre cendrée', 'Pouligny-Saint-Pierre AOP fermier']"
Pavé des Cévennes,Brebis,Molle à croûte naturelle,Provenance : OccitanieProducteur : Bergers du Larzac% Matière Grasse/Poids Total : 20 %Lait : Lait thermisé de brebis,"['Oeil : Forme rectangulaire, de couleur blanc ivoire', 'Nez : arômes légèrement acidulés, typiques des fromages de brebis', 'Goût : Doux', 'Toucher : Pâte souple']","[<p>Le Pavé du Larzac s’accompagne d’un Vin Blanc sec tel que de Touraine, par exemple du Domaine du Rin du Bois, un muscadet ou un vin rouge léger tel qu’un Sancerre rouge, du Domaine Morin Père et Fils.</p>]","['Selles-sur-cher AOP fermier', 'Saint-Félicien fermier', 'Sainte-Maure de Touraine AOP', 'Valençay AOP fermier']"
Pavé du Larzac,Brebis,Molle à croûte fleurie,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de vache,"['Oeil : croûte fleurie blanche légèrement ambrée', 'Nez : Champignon', 'Gout : Saveur de noisette', 'Toucher : Texture crémeuse et onctueuse']","[<p>Idéal avec un pétillant, cidre brut ou si préférez le vin, un rouge assez jeune et léger.</p>]","['Brie de Meaux fermier AOP', 'Raclette Fumée', 'Brillat-Savarin IGP', 'Saint-Félicien fermier']"
Pavé Fermier,Vache,Molle à croûte fleurie,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 26 %Lait : Lait pasteurisé de Vache,"['Oeil : croûte mince, lisse et une couleur rougeâtre', 'Nez : légère odeur de cave', 'Goût : assez prononcé', 'Toucher : pâte souple et légèrement collante']","[<p>Pour l’accompagner allez sur des vins rouges un peu charpentés tels un Côtes-de-Blaye, Côtes-de-Bourg ou tout simplement un Côtes d’Auvergne rouge.</p>]","['Saint-Félicien fermier', 'Cheddar Extra-Mature', 'Tomme de Brebis des Pyrénées', 'Cantal AOP Entre-Deux fermier']"
Pavin,Vache,Pressée non cuite,Provenance : ItalieLait : Lait cru de brebis% Matière Grasse/Poids Total : 35 %,"['Oeil : couleur blanche, crème ou jaune paille, avec un écroûte qui devient rouge sombre en vieillissant.', 'Nez : Arômes de brebis avec des notes de laine et de bois sec.', 'Gout : En bouche, il est beurré avec des notes de noisettes grillées.', 'Toucher : Ferme. Souple si jeune et sec si affiné']","[<p>Le Pecorino Dolce éveille agréablement les sens avec un vin blanc sec, fruité et délicat. Quant au Pecorino Maturo, il se marie mieux avec des vins rouges charpentés avec un degré d’alcool plus élevé.</p>, <p>En général, le Pecorino s’accorde parfaitement aux vins italiens comme un Bardolino, Chianti ou Valpolicella.</p>]","['Tomme de Brebis des Pyrénées', 'Beaufort chalet alpage AOP', 'Gorgonzola Cremoso AOP (à la cuillière)', 'Etivaz AOP']"
Pecorino Stagionato,Brebis,Pressée cuite,Provenance : OccitanieLabel : Appellation d'Origine Protégée AOP% Matière Grasse/Poids Total : 21 %Lait : Lait cru de chèvreParticularité : Fermier,"['Oeil : Une croûte fine, couverte en partie ou en totalité de moisissures jaunes pâles, blanches ou bleues. Pâte de couleur blanche à ivoire, d’aspect lisse à la coupe.', 'Nez :Une odeur caprine puissante pas désagréable et odeurs florales ou de miel.', 'Gout : Un goût de noisette quand il est jeune, et goût de chèvre plus marqué quand il est affiné.', 'Toucher : Une pâte de texture homogène, onctueuse et crémeuse, qui peut devenir cassante après un affinage prolongé.']","[<p style=""text-align: justify;"">Depuis quelques années, le Pélardon sort du traditionnel plateau de fin de repas pour investir les entrées où on peut le déguster pané, doré au four avec un filet d’huile d’olive. Ainsi, il donne à la traditionnelle salade verte un intérêt insoupçonné. Le Pélardon se retrouve aussi dans les sauces accompagnant boeuf et agneau du Languedoc.</p>, <p style=""text-align: justify;"">Les vins AOC du Languedoc accompagnent l’AOC Pélardon : Parrains de l’AOC Pélardon, les grands vins qui parlent le Languedoc sont les parfaits complices du Pélardon. Citons, entre autres, ceux de Saint−Chinian, Minervois, Faugères et Coteaux du Languedoc.</p>]","['Sainte-Maure de Touraine AOP', 'Pouligny-Saint-Pierre AOP fermier', 'Saint Marcellin fermier IGP', 'Chabichou du Poitou AOP']"
Pélardon,Chèvre,Molle à croûte naturelle,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie du Lévezou% Matière Grasse/Poids Total : 33 %Lait : Lait pasteurisé de Brebis,"['Oeil : Croûte blanche', 'Nez : Odeur caprine', 'Gout : Puissant avec une dominante florale', 'Toucher : texture souple et moelleuse.']","[<p>Le péril de brebis se déguste à tout moment et s’accompagne avec soit un vin blanc, type St-Chinian, soit un vin rouge des Côteaux du Languedoc, soit un rosé de Provence.</p>]","['Buchette de Chèvre cendrée', 'Valençay AOP fermier', 'Rocamadour AOP Fermier', 'Tome des Bauges AOP']"
